,LotFrontage,LotArea,Utilities,MasVnrType,MasVnrArea,HouseStyle,Heating,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,Electrical,1stFlrSF,2ndFlrSF,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,SaleType,SaleCondition,SalePrice
495,60.0,7879,AllPub,None,0.0,1Story,GasA,TA,TA,No,Rec,495,Unf,0,FuseA,720,0,0,,,0,0,,,0,523,115,0,0,WD,Abnorml,34900
496,,12692,AllPub,None,0.0,1Story,GasA,Gd,TA,No,GLQ,1231,Unf,0,SBrkr,3228,0,1,Attchd,RFn,2,546,TA,TA,264,75,291,0,0,WD,Normal,430000
497,60.0,9120,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,Rec,329,Unf,0,SBrkr,1133,687,0,Detchd,Unf,1,240,TA,TA,0,100,0,0,0,WD,Normal,184000
498,65.0,7800,AllPub,BrkFace,89.0,1Story,GasA,TA,TA,No,ALQ,450,Unf,0,SBrkr,899,0,0,Attchd,Fin,1,288,TA,TA,64,0,0,0,0,WD,Normal,130000
499,70.0,7535,AllPub,None,0.0,1Story,GasA,TA,TA,No,BLQ,111,LwQ,279,SBrkr,912,0,0,Attchd,Fin,1,297,TA,TA,12,285,0,0,0,WD,Normal,120000
500,21.0,1890,AllPub,BrkFace,285.0,2Story,GasA,TA,TA,No,BLQ,356,Unf,0,SBrkr,672,546,0,Detchd,Unf,1,264,TA,TA,144,28,0,0,0,WD,Normal,113000
501,75.0,9803,AllPub,None,0.0,2Story,GasA,Gd,TA,No,GLQ,400,Unf,0,SBrkr,866,902,0,Attchd,RFn,2,603,TA,TA,0,108,0,0,0,WD,Normal,226700
502,70.0,9170,AllPub,None,0.0,1Story,GasA,TA,TA,No,ALQ,698,GLQ,96,SBrkr,1214,0,0,Detchd,Unf,2,461,Fa,Fa,0,0,184,0,0,WD,Normal,140000
503,100.0,15602,AllPub,None,0.0,1Story,GasA,TA,TA,No,ALQ,1247,Unf,0,SBrkr,1801,0,2,Attchd,Fin,2,484,TA,TA,0,54,0,0,161,WD,Normal,289000
504,24.0,2308,AllPub,None,0.0,2Story,GasA,TA,TA,No,ALQ,257,Rec,495,SBrkr,855,467,1,Attchd,Unf,2,440,TA,TA,260,0,0,0,0,WD,Normal,147000
505,60.0,7596,AllPub,BrkFace,360.0,2Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,960,1000,0,Detchd,Unf,2,400,TA,TA,0,0,0,0,0,COD,Normal,124500
506,80.0,9554,AllPub,BrkFace,125.0,2Story,GasA,Gd,TA,No,GLQ,380,Unf,0,SBrkr,1065,846,1,Attchd,RFn,2,471,TA,TA,182,81,0,0,0,WD,Normal,215000
507,75.0,7862,AllPub,None,0.0,1Story,GasA,Gd,TA,No,GLQ,27,Unf,0,SBrkr,1218,0,0,Attchd,Fin,2,676,TA,TA,0,102,0,0,0,New,Partial,208300
508,60.0,9600,AllPub,None,0.0,2Story,GasA,TA,TA,No,Rec,141,Unf,0,SBrkr,689,689,1,Detchd,Unf,2,360,TA,TA,0,0,116,0,0,WD,Normal,161000
509,80.0,9600,AllPub,BrkFace,132.0,1Story,GasA,TA,TA,No,ALQ,991,Unf,0,SBrkr,1041,0,0,Attchd,RFn,1,270,TA,TA,224,88,0,0,0,WD,Normal,124500
510,75.0,14559,AllPub,BrkCmn,70.0,1Story,GasA,TA,TA,No,BLQ,650,Rec,180,SBrkr,1363,0,2,CarPort,Unf,1,288,TA,TA,324,42,0,0,168,WD,Normal,164900
511,40.0,6792,AllPub,Stone,94.0,1Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1368,0,1,Attchd,RFn,2,474,TA,TA,132,35,0,0,0,New,Partial,202665
512,70.0,9100,AllPub,None,0.0,1Story,GasA,TA,TA,No,BLQ,521,LwQ,174,SBrkr,864,0,0,Detchd,Unf,2,624,TA,TA,0,0,0,0,0,WD,Normal,129900
513,71.0,9187,AllPub,None,0.0,1Story,GasA,TA,TA,No,ALQ,336,Unf,0,SBrkr,1080,0,0,Attchd,Unf,2,484,TA,TA,120,0,158,0,0,WD,Normal,134000
514,55.0,10594,AllPub,None,0.0,1.5Unf,Grav,TA,TA,No,Unf,0,Unf,0,SBrkr,789,0,0,Detchd,Unf,1,200,Po,Po,0,0,112,0,0,WD,Normal,96500
515,94.0,12220,AllPub,BrkFace,305.0,1Story,GasA,Ex,TA,No,GLQ,1436,Unf,0,SBrkr,2020,0,1,Attchd,Fin,3,900,TA,TA,156,54,0,0,0,New,Partial,402861
516,,10448,AllPub,BrkFace,333.0,SLvl,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,1378,741,1,Attchd,RFn,2,583,TA,TA,0,104,0,0,0,COD,Abnorml,158000
517,79.0,10208,AllPub,BrkFace,921.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1277,1067,1,Attchd,RFn,3,889,TA,TA,220,0,0,0,0,WD,Normal,265000
518,,9531,AllPub,None,0.0,2Story,GasA,Gd,TA,Mn,GLQ,706,Unf,0,SBrkr,882,914,0,Attchd,RFn,2,546,TA,TA,0,36,0,0,0,WD,Normal,211000
519,53.0,10918,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1276,804,2,Detchd,Unf,1,282,TA,TA,0,0,0,0,145,WD,Normal,234000
520,60.0,10800,AllPub,None,0.0,2Story,GasA,,,,,0,,0,FuseA,694,600,0,,,0,0,,,220,114,210,0,0,WD,Normal,106250
521,90.0,11988,AllPub,None,0.0,1Story,GasA,TA,TA,No,Rec,777,Unf,0,FuseA,1244,0,2,Attchd,Unf,1,336,TA,TA,0,40,0,0,0,WD,Normal,150000
522,50.0,5000,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,ALQ,399,Unf,0,SBrkr,1004,660,2,Detchd,Unf,2,420,TA,TA,0,24,36,0,0,WD,Normal,159000
523,130.0,40094,AllPub,Stone,762.0,2Story,GasA,Ex,TA,Gd,GLQ,2260,Unf,0,SBrkr,3138,1538,1,BuiltIn,Fin,3,884,TA,TA,208,406,0,0,0,New,Partial,184750
524,95.0,11787,AllPub,BrkFace,594.0,2Story,GasA,Gd,TA,No,GLQ,719,Unf,0,SBrkr,1383,1015,1,Attchd,Fin,3,834,TA,TA,239,60,0,0,0,WD,Normal,315750
525,62.0,7500,AllPub,None,0.0,1Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1266,0,1,Attchd,Unf,2,453,TA,TA,38,144,0,0,0,WD,Normal,176000
526,70.0,13300,AllPub,None,0.0,1Story,GasA,Gd,TA,No,Rec,377,Unf,0,SBrkr,928,0,0,Attchd,Unf,1,252,TA,TA,261,0,156,0,0,WD,Normal,132000
527,67.0,14948,AllPub,Stone,268.0,2Story,GasA,Ex,TA,Av,GLQ,1330,Unf,0,SBrkr,1476,1237,1,Attchd,Fin,3,858,TA,TA,126,66,0,0,0,New,Partial,446261
528,58.0,9098,AllPub,None,0.0,1Story,GasA,TA,TA,Mn,ALQ,348,Unf,0,SBrkr,605,0,0,,,0,0,,,0,0,144,0,0,WD,Normal,86000
529,,32668,AllPub,,,1Story,GasA,TA,TA,No,Rec,1219,Unf,0,SBrkr,2515,0,2,Attchd,RFn,2,484,TA,TA,0,0,200,0,0,WD,Alloca,200624
530,85.0,10200,AllPub,BrkFace,219.0,SLvl,GasA,Gd,TA,Av,GLQ,783,Unf,0,SBrkr,1509,0,1,Attchd,RFn,2,600,TA,TA,224,0,0,0,0,WD,Abnorml,175000
531,60.0,6155,AllPub,None,0.0,2Story,GasA,Fa,Fa,Mn,Unf,0,Unf,0,SBrkr,751,611,0,Detchd,Fin,2,502,TA,Fa,0,0,84,0,0,WD,Normal,128000
532,60.0,7200,AllPub,None,0.0,1Story,GasA,,,,,0,,0,SBrkr,827,0,1,Detchd,Unf,1,392,TA,TA,0,0,0,0,0,WD,Normal,107500
533,50.0,5000,AllPub,None,0.0,1Story,GasA,,,,,0,,0,FuseF,334,0,0,,,0,0,,,0,0,0,0,0,WD,Normal,39300
534,74.0,9056,AllPub,None,0.0,2Story,GasA,Ex,Gd,Av,Unf,0,Unf,0,SBrkr,707,707,1,Attchd,Fin,2,403,TA,TA,100,35,0,0,0,WD,Normal,178000
535,70.0,7000,AllPub,None,0.0,2Story,GasA,Gd,TA,Gd,GLQ,969,Unf,0,SBrkr,820,527,0,,,0,0,,,85,0,148,0,0,WD,Normal,107500
536,57.0,8924,AllPub,None,0.0,2Story,GasA,Gd,TA,Av,Unf,0,Unf,0,SBrkr,880,844,0,Attchd,Fin,2,527,TA,TA,120,155,0,0,0,WD,Normal,188000
537,,12735,AllPub,None,0.0,1Story,GasA,TA,TA,No,BLQ,600,Unf,0,SBrkr,864,0,0,Detchd,Unf,2,576,TA,TA,216,0,0,0,0,COD,Normal,111250
538,,11553,AllPub,BrkFace,188.0,1Story,GasA,TA,TA,No,BLQ,673,Unf,0,SBrkr,1159,0,1,Attchd,Unf,1,336,TA,TA,466,0,0,0,0,WD,Normal,158000
539,,11423,AllPub,BrkFace,479.0,1Story,GasA,Gd,TA,Av,GLQ,1358,Unf,0,SBrkr,1601,0,1,Attchd,RFn,2,670,TA,TA,180,0,0,0,0,WD,Normal,272000
540,85.0,14601,AllPub,BrkFace,584.0,1Story,GasA,Ex,TA,Av,GLQ,1260,Unf,0,SBrkr,1838,0,1,Attchd,Fin,3,765,TA,TA,270,68,0,0,0,WD,Normal,315000
541,,11000,AllPub,BrkFace,72.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,997,1288,1,BuiltIn,Fin,3,648,TA,TA,0,56,0,0,0,WD,Normal,248000
542,78.0,10140,AllPub,None,0.0,1Story,GasA,Ex,TA,No,LwQ,144,GLQ,1127,SBrkr,1680,0,1,Attchd,Fin,2,583,TA,TA,78,73,0,0,0,WD,Normal,213250
543,34.0,4058,AllPub,BrkFace,182.0,SFoyer,GasA,Gd,TA,Av,GLQ,584,LwQ,139,SBrkr,767,0,0,Attchd,Fin,1,367,TA,TA,120,40,0,0,0,WD,Normal,133000
544,58.0,17104,AllPub,None,0.0,2Story,GasA,Gd,Gd,Av,GLQ,554,Unf,0,SBrkr,664,832,1,Attchd,RFn,2,426,TA,TA,100,24,0,0,0,New,Partial,179665
545,,13837,AllPub,BrkFace,178.0,1.5Fin,GasA,Gd,Gd,No,GLQ,1002,LwQ,202,SBrkr,1377,806,0,Attchd,Unf,3,786,TA,TA,0,0,0,0,0,WD,Normal,229000
546,70.0,8737,AllPub,None,0.0,1.5Fin,GasA,Gd,TA,No,Rec,300,Unf,0,FuseA,915,720,1,Detchd,Unf,2,440,TA,TA,0,38,0,144,0,WD,Normal,210000
547,54.0,7244,AllPub,None,0.0,SFoyer,GasA,Gd,TA,Av,ALQ,619,Unf,0,SBrkr,768,0,0,Detchd,Unf,2,624,TA,TA,104,0,0,0,0,WD,Normal,129500
548,49.0,8235,AllPub,None,0.0,1Story,GasA,TA,TA,No,LwQ,180,Rec,645,SBrkr,825,0,0,Detchd,RFn,2,720,TA,TA,140,50,0,0,0,WD,Normal,125000
549,75.0,9375,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,912,1182,1,BuiltIn,Fin,2,615,TA,TA,182,182,0,0,0,WD,Normal,263000
550,53.0,4043,AllPub,None,0.0,1Story,GasA,Gd,TA,No,ALQ,559,Unf,0,SBrkr,1069,0,0,Attchd,RFn,2,440,TA,TA,0,55,0,0,200,COD,Abnorml,140000
551,50.0,6000,AllPub,None,0.0,1Story,GasA,TA,TA,No,Rec,308,Unf,0,FuseA,928,0,0,Attchd,Fin,1,288,TA,TA,0,0,0,0,0,WD,Normal,112500
552,87.0,11146,AllPub,Stone,250.0,1Story,GasA,Ex,TA,Av,Unf,0,Unf,0,SBrkr,1717,0,1,Attchd,RFn,3,908,TA,TA,169,39,0,0,0,WD,Normal,255500
553,67.0,8777,AllPub,None,0.0,1Story,GasA,,,,,0,,0,SBrkr,1126,0,0,Detchd,Fin,2,520,TA,TA,0,96,0,0,0,WD,Normal,108000
554,85.0,10625,AllPub,BrkFace,292.0,2Story,GasA,Gd,TA,No,GLQ,866,Unf,0,SBrkr,1006,1040,1,BuiltIn,RFn,3,871,TA,TA,320,62,0,0,0,WD,Normal,284000
555,58.0,6380,AllPub,None,0.0,1.5Unf,GasA,TA,Fa,No,Unf,0,Unf,0,FuseA,1048,0,1,Detchd,Unf,1,280,TA,TA,0,0,116,0,0,WD,Normal,113000
556,69.0,14850,AllPub,None,0.0,1Story,GasA,TA,TA,No,Rec,895,Unf,0,FuseA,1092,0,1,Attchd,Fin,1,299,TA,TA,268,0,0,0,122,WD,Normal,141000
557,60.0,11040,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,Rec,637,Unf,0,SBrkr,897,439,0,CarPort,Unf,1,570,TA,TA,0,47,120,0,0,COD,Normal,108000
558,57.0,21872,AllPub,None,0.0,2Story,GasA,Gd,TA,Gd,GLQ,604,Unf,0,SBrkr,729,717,1,Attchd,Unf,2,406,TA,TA,264,22,0,0,0,WD,Normal,175000
559,,3196,AllPub,BrkFace,18.0,1Story,GasA,Gd,TA,Gd,Unf,0,Unf,0,SBrkr,1557,0,1,Attchd,Fin,2,420,TA,TA,143,20,0,0,0,WD,Normal,234000
560,,11341,AllPub,BrkFace,180.0,1Story,GasA,Gd,TA,No,ALQ,1302,Unf,0,SBrkr,1392,0,1,Detchd,Unf,2,528,TA,TA,0,0,0,0,95,WD,Normal,121500
561,77.0,10010,AllPub,None,0.0,1Story,GasA,Gd,TA,Av,ALQ,1071,LwQ,123,SBrkr,1389,0,1,Attchd,RFn,2,418,TA,TA,240,38,0,0,0,WD,Normal,170000
562,63.0,13907,AllPub,None,0.0,1Story,GasA,TA,TA,No,BLQ,290,Unf,0,SBrkr,996,0,1,,,0,0,,,144,0,0,0,0,WD,Normal,108000
563,66.0,21780,AllPub,None,0.0,1.5Fin,GasA,Gd,TA,Mn,Unf,0,Unf,0,SBrkr,1163,511,1,Detchd,Fin,2,396,TA,TA,72,36,0,0,144,WD,Normal,185000
564,,13346,AllPub,None,0.0,2Story,GasA,Gd,TA,No,GLQ,728,Unf,0,SBrkr,1166,1129,1,Attchd,RFn,2,590,TA,TA,0,40,0,0,0,WD,Normal,268000
565,66.0,6858,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,FuseF,841,806,0,Detchd,Unf,1,216,TA,TA,0,66,136,0,0,WD,Normal,128000
566,77.0,11198,AllPub,BrkFace,245.0,2Story,GasA,Gd,Gd,No,Unf,0,Unf,0,SBrkr,1134,1370,1,BuiltIn,Fin,3,656,TA,TA,144,39,0,0,0,WD,Normal,325000
567,70.0,10171,AllPub,BrkFace,168.0,1Story,GasA,Gd,TA,No,GLQ,2,Unf,0,SBrkr,1535,0,0,Attchd,RFn,2,532,TA,TA,0,0,0,0,0,WD,Normal,214000
568,79.0,12327,AllPub,None,0.0,1.5Fin,GasA,Gd,TA,Gd,GLQ,1441,Unf,0,SBrkr,1496,636,1,BuiltIn,Fin,2,612,Gd,TA,349,40,0,0,0,WD,Normal,316600
569,,7032,AllPub,None,0.0,SFoyer,GasA,Gd,TA,Gd,GLQ,943,Unf,0,SBrkr,943,0,2,Detchd,Unf,2,600,TA,TA,42,0,0,0,0,WD,Normal,135960
570,74.0,13101,AllPub,BrkFace,108.0,1Story,GasA,TA,TA,No,LwQ,231,Unf,0,SBrkr,1728,0,0,Detchd,Unf,2,576,TA,TA,0,0,0,0,0,WD,Normal,142600
571,60.0,7332,AllPub,BrkFace,207.0,1Story,GasA,TA,TA,No,BLQ,414,Unf,0,SBrkr,864,0,0,Attchd,Unf,1,288,TA,TA,168,0,0,0,0,WD,Abnorml,120000
572,83.0,13159,AllPub,None,0.0,2Story,GasA,Ex,TA,Av,Unf,0,Unf,0,SBrkr,846,846,0,Attchd,RFn,2,650,TA,TA,208,114,0,0,0,New,Partial,224500
573,76.0,9967,AllPub,None,0.0,SLvl,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,774,656,1,BuiltIn,RFn,2,400,TA,TA,100,0,0,0,0,WD,Normal,170000
574,70.0,10500,AllPub,BrkFace,82.0,SLvl,GasA,TA,TA,Av,ALQ,349,Unf,0,SBrkr,576,533,0,BuiltIn,Unf,1,288,TA,TA,35,0,0,0,0,WD,Normal,139000
575,80.0,8480,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,Rec,442,Unf,0,SBrkr,832,384,0,Detchd,Unf,1,336,TA,TA,158,0,102,0,0,COD,Abnorml,118500
576,52.0,6292,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,877,600,1,Detchd,Unf,1,216,TA,TA,0,50,0,0,0,WD,Normal,145000
577,96.0,11777,AllPub,BrkFace,97.0,SLvl,GasA,TA,TA,Av,LwQ,328,ALQ,551,SBrkr,1320,0,2,Attchd,RFn,2,564,TA,TA,160,68,240,0,0,WD,Abnorml,164500
578,34.0,3604,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,703,689,0,Detchd,Unf,2,540,TA,TA,0,102,0,0,0,WD,Abnorml,146000
579,81.0,12150,AllPub,BrkFace,335.0,1.5Fin,GasA,TA,TA,No,Unf,0,Unf,0,FuseF,1050,745,0,Attchd,Unf,1,352,Fa,TA,0,0,0,0,0,WD,Normal,131500
580,,14585,AllPub,BrkFace,85.0,1Story,GasA,TA,TA,No,BLQ,594,Rec,219,SBrkr,1429,0,2,Attchd,Unf,2,572,TA,TA,216,110,0,0,0,WD,Normal,181900
581,98.0,12704,AllPub,BrkFace,306.0,1Story,GasA,Ex,TA,No,Unf,0,Unf,0,SBrkr,2042,0,1,Attchd,RFn,3,1390,TA,TA,0,90,0,0,0,New,Partial,253293
582,81.0,11841,AllPub,BrkFace,104.0,SFoyer,GasA,Gd,TA,Av,GLQ,816,Unf,0,SBrkr,816,0,0,,,0,0,,,0,32,0,0,0,WD,Normal,118500
583,75.0,13500,AllPub,None,0.0,2.5Unf,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,1521,1254,1,Detchd,Unf,2,880,Gd,TA,105,502,0,0,0,WD,Normal,325000
584,51.0,6120,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,989,584,0,Detchd,Unf,1,240,TA,TA,0,0,54,0,120,WD,Normal,133000
585,88.0,11443,AllPub,BrkFace,208.0,1Story,GasA,Ex,TA,Gd,GLQ,1460,Unf,0,SBrkr,2028,0,2,Attchd,RFn,3,880,TA,TA,326,66,0,0,0,New,Partial,369900
586,55.0,10267,AllPub,None,0.0,1Story,GasA,TA,Gd,Mn,Rec,210,ALQ,606,SBrkr,838,0,0,Detchd,Fin,1,275,TA,TA,0,0,112,0,0,WD,Normal,130000
587,74.0,8740,AllPub,None,0.0,SFoyer,GasA,TA,TA,Av,ALQ,672,Unf,0,SBrkr,860,0,0,Detchd,Unf,2,528,TA,TA,0,0,0,0,0,WD,Normal,137000
588,65.0,25095,AllPub,None,0.0,1Story,GasA,TA,TA,Gd,GLQ,1324,Unf,0,SBrkr,1473,0,2,Attchd,Unf,1,452,TA,TA,0,48,0,0,60,WD,Partial,143000
589,50.0,9100,AllPub,None,0.0,1Story,GasA,TA,TA,No,Unf,0,Unf,0,FuseA,779,0,0,Detchd,Unf,1,308,TA,TA,0,0,0,0,0,WD,Normal,79500
590,64.0,8320,AllPub,None,0.0,2Story,GasA,Gd,TA,No,GLQ,490,Unf,0,SBrkr,770,812,0,Attchd,RFn,2,520,TA,TA,0,45,0,0,0,WD,Normal,185900
591,97.0,13478,AllPub,Stone,420.0,2Story,GasA,Ex,TA,Gd,GLQ,1338,Unf,0,SBrkr,1728,568,1,BuiltIn,RFn,3,842,TA,TA,382,274,0,0,0,ConLI,Normal,451950
592,60.0,6600,AllPub,None,0.0,1Story,GasA,TA,Gd,No,GLQ,816,Unf,0,SBrkr,816,0,0,Detchd,Fin,2,816,TA,TA,0,0,0,0,0,WD,Normal,138000
593,,4435,AllPub,BrkFace,170.0,1Story,GasA,Gd,TA,Av,GLQ,685,Unf,0,SBrkr,848,0,0,Attchd,Fin,2,420,TA,TA,140,0,0,0,0,WD,Normal,140000
594,88.0,7990,AllPub,None,0.0,1Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,924,0,0,Detchd,Unf,1,280,TA,TA,0,0,0,0,0,WD,Normal,110000
595,69.0,11302,AllPub,BrkFace,238.0,1Story,GasA,Gd,TA,Gd,GLQ,1422,Unf,0,SBrkr,1826,0,1,Attchd,Fin,3,758,TA,TA,180,75,0,0,120,New,Partial,319000
596,60.0,3600,AllPub,None,0.0,2Story,GasA,TA,TA,No,Unf,0,Unf,0,FuseA,684,684,0,Detchd,Unf,1,216,TA,Fa,0,158,0,0,0,WD,Normal,114504
597,53.0,3922,AllPub,BrkFace,72.0,1Story,GasA,Ex,TA,Av,Unf,0,Unf,0,SBrkr,1402,0,1,Attchd,Fin,3,648,TA,TA,120,16,0,0,0,New,Partial,194201
598,80.0,12984,AllPub,BrkFace,459.0,1Story,GasA,Gd,TA,Mn,ALQ,1283,LwQ,147,SBrkr,1647,0,1,Attchd,Fin,2,621,TA,TA,0,0,0,0,0,WD,Normal,217500
599,24.0,1950,AllPub,None,0.0,2Story,GasA,Gd,TA,No,LwQ,81,GLQ,612,SBrkr,716,840,1,Attchd,Fin,2,452,TA,TA,161,0,0,0,0,COD,Normal,151000
600,74.0,10927,AllPub,BrkFace,280.0,2Story,GasA,Gd,TA,Av,GLQ,546,Unf,0,SBrkr,1058,846,1,BuiltIn,Fin,2,736,TA,TA,179,60,0,0,0,WD,Normal,275000
601,50.0,9000,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,780,595,1,Detchd,Unf,1,544,TA,TA,0,162,0,0,126,WD,Normal,141000
602,80.0,10041,AllPub,None,0.0,2Story,GasA,Gd,TA,Mn,GLQ,789,Unf,0,SBrkr,927,988,1,Attchd,Fin,2,506,TA,TA,120,150,0,0,0,WD,Abnorml,220000
603,30.0,3182,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,600,600,0,Detchd,RFn,2,480,TA,TA,0,172,0,0,0,WD,Normal,151000
604,88.0,12803,AllPub,BrkFace,99.0,1Story,GasA,Gd,TA,Mn,GLQ,922,Unf,0,SBrkr,1494,0,1,Attchd,RFn,2,530,TA,TA,192,36,0,0,0,WD,Normal,221000
605,85.0,13600,AllPub,BrkFace,176.0,2Story,GasA,TA,TA,No,BLQ,454,Unf,0,SBrkr,1186,800,3,Attchd,Unf,2,486,TA,TA,0,42,0,0,189,WD,Normal,205000
606,82.0,12464,AllPub,None,0.0,1Story,GasA,Gd,TA,No,GLQ,732,Unf,0,SBrkr,1040,0,0,Detchd,Unf,2,576,TA,TA,168,0,0,0,0,WD,Normal,152000
607,78.0,7800,AllPub,None,0.0,2Story,GasA,TA,Gd,No,GLQ,603,Unf,0,SBrkr,1112,896,0,Attchd,Unf,1,230,TA,TA,103,0,0,0,0,WD,Normal,225000
608,78.0,12168,AllPub,None,0.0,2Story,GasA,Gd,TA,Mn,BLQ,428,Unf,0,SBrkr,1940,1254,2,Basment,Unf,2,380,TA,TA,0,0,0,0,0,WD,Alloca,359100
609,61.0,7943,AllPub,BrkCmn,192.0,1Story,GasA,TA,TA,Mn,Rec,903,Unf,0,SBrkr,1029,0,0,Attchd,Unf,1,261,TA,TA,64,0,39,0,0,WD,Normal,118500
610,,11050,AllPub,BrkFace,204.0,2Story,GasA,Ex,TA,Mn,GLQ,904,Unf,0,SBrkr,1476,677,2,Attchd,Fin,3,736,TA,TA,253,142,0,0,0,WD,Normal,313000
611,,10395,AllPub,BrkFace,233.0,SLvl,GasA,Gd,TA,Av,ALQ,605,Unf,0,SBrkr,1032,0,1,Attchd,Unf,2,564,TA,TA,0,0,0,0,0,WD,Normal,148000
612,,11885,AllPub,BrkFace,108.0,2Story,GasA,Gd,TA,Av,GLQ,990,Unf,0,SBrkr,1299,573,1,BuiltIn,RFn,2,531,TA,TA,160,122,0,0,0,WD,Normal,261500
613,70.0,8402,AllPub,None,0.0,1Story,GasA,Gd,TA,No,ALQ,206,Unf,0,SBrkr,1120,0,0,,,0,0,,,0,30,0,0,0,New,Partial,147000
614,21.0,1491,AllPub,None,0.0,SFoyer,GasA,Gd,TA,Av,LwQ,150,GLQ,480,SBrkr,630,0,0,,,0,0,,,96,24,0,0,0,WD,Normal,75500
615,80.0,8800,AllPub,BrkFace,156.0,SFoyer,GasA,TA,TA,Gd,GLQ,763,Unf,0,SBrkr,1054,0,0,Attchd,RFn,2,480,TA,TA,120,0,0,0,0,WD,Abnorml,137500
616,,7861,AllPub,None,0.0,2Story,GasA,Gd,TA,No,GLQ,457,Unf,0,SBrkr,807,702,1,Attchd,Fin,2,393,TA,TA,100,75,0,0,0,WD,Normal,183200
617,59.0,7227,AllPub,None,0.0,1.5Unf,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,832,0,0,Detchd,Unf,2,528,TA,TA,0,0,0,0,0,WD,Normal,105500
618,90.0,11694,AllPub,BrkFace,452.0,1Story,GasA,Ex,TA,Av,GLQ,48,Unf,0,SBrkr,1828,0,1,Attchd,Unf,3,774,TA,TA,0,108,0,0,260,New,Partial,314813
619,85.0,12244,AllPub,Stone,226.0,2Story,GasA,Gd,TA,Gd,GLQ,871,Unf,0,SBrkr,1482,780,2,Attchd,Fin,3,749,TA,TA,168,0,0,0,0,WD,Normal,305000
620,45.0,8248,AllPub,None,0.0,1Story,GasA,TA,TA,No,BLQ,41,Unf,0,FuseF,864,0,0,,,0,0,,,0,0,100,0,0,WD,Normal,67000
621,90.0,10800,AllPub,None,0.0,2Story,GasA,TA,TA,No,ALQ,956,Rec,182,SBrkr,1548,1066,1,Attchd,RFn,2,624,TA,TA,38,243,0,0,0,WD,Normal,240000
622,71.0,7064,AllPub,BrkFace,153.0,1Story,GasA,TA,TA,No,BLQ,560,Unf,0,SBrkr,980,0,0,Detchd,Unf,2,484,TA,TA,192,0,0,0,0,WD,Normal,135000
623,,2117,AllPub,BrkFace,513.0,2Story,GasA,Gd,TA,No,GLQ,420,Unf,0,SBrkr,756,756,1,Detchd,Unf,2,440,TA,TA,0,32,0,0,0,WD,Normal,168500
624,80.0,10400,AllPub,None,288.0,2Story,GasA,TA,TA,No,Rec,247,Unf,0,SBrkr,1012,778,1,Attchd,RFn,2,484,TA,TA,148,0,0,0,147,WD,Normal,165150
625,87.0,10000,AllPub,BrkFace,261.0,1Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,1116,0,0,Attchd,Unf,2,440,TA,TA,0,0,0,0,385,WD,Normal,160000
626,,12342,AllPub,None,0.0,1Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,1422,0,1,Attchd,RFn,1,286,TA,TA,0,0,36,0,0,WD,Normal,139900
627,80.0,9600,AllPub,BrkFace,164.0,SLvl,GasA,TA,TA,Av,BLQ,674,LwQ,132,SBrkr,1520,0,2,Basment,RFn,1,364,TA,TA,0,0,189,0,0,WD,Normal,153000
628,70.0,11606,AllPub,BrkFace,192.0,2Story,GasA,Gd,TA,Av,Rec,650,Unf,0,SBrkr,1040,1040,2,Attchd,Unf,2,504,TA,TA,335,0,0,0,0,WD,Family,135000
